Local Time,City,Country code,timezone,AQI,CO,NO2,O3,PM10,PM25,SO2,UTC Time
2024-11-29 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,153,131.1,15.3,42.7,68.8,55.0,61.7,2024-11-28T17:00:00
2024-11-29 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,152,133.1,16.0,37.0,71.3,57.0,53.0,2024-11-28T18:00:00
2024-11-29 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,168,133.6,15.7,35.0,86.3,69.0,49.3,2024-11-28T19:00:00
2024-11-29 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,171,134.2,15.3,33.0,88.8,71.0,45.7,2024-11-28T20:00:00
2024-11-29 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,152,134.8,15.0,31.0,71.3,57.0,42.0,2024-11-28T21:00:00
2024-11-29 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,156,143.4,15.7,33.0,74.6,59.67,48.0,2024-11-28T22:00:00
2024-11-29 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,157,151.9,16.3,35.0,76.3,61.0,54.0,2024-11-28T23:00:00
2024-11-29 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,163,160.5,17.0,37.0,81.3,65.0,60.0,2024-11-29T00:00:00
2024-11-29 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,160,142.4,14.0,55.0,78.8,63.0,75.0,2024-11-29T01:00:00
2024-11-29 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,160,124.3,11.0,73.0,78.8,63.0,90.0,2024-11-29T02:00:00
2024-11-29 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,61,106.2,8.0,91.0,17.0,17.0,105.0,2024-11-29T03:00:00
2024-11-29 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,118,98.8,7.0,101.3,52.5,42.0,101.3,2024-11-29T04:00:00
2024-11-29 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,102,91.4,6.0,111.7,45.0,36.0,97.7,2024-11-29T05:00:00
2024-11-29 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,87,84.0,5.0,122.0,36.3,29.0,94.0,2024-11-29T06:00:00
2024-11-29 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,91,10.0,8.0,4.0,38.8,31.0,14.0,2024-11-29T07:00:00
2024-11-29 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,87,83.3,7.0,124.0,36.3,29.0,94.0,2024-11-29T08:00:00
2024-11-29 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,196,82.9,8.0,125.0,91.0,90.0,94.0,2024-11-29T09:00:00
2024-11-29 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,91,125.9,17.0,102.7,38.8,31.0,99.3,2024-11-29T10:00:00
2024-11-29 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,91,168.9,26.0,80.3,38.8,31.0,104.7,2024-11-29T11:00:00
2024-11-29 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,171,211.8,35.0,58.0,88.8,71.0,110.0,2024-11-29T12:00:00
2024-11-29 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,189,211.5,34.0,52.3,106.3,85.0,103.3,2024-11-29T13:00:00
2024-11-29 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,192,211.1,33.0,46.7,108.8,87.0,96.7,2024-11-29T14:00:00
2024-11-29 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,201,210.7,32.0,41.0,96.0,94.0,90.0,2024-11-29T15:00:00
2024-11-29 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,195,200.0,30.0,39.7,111.3,89.0,82.3,2024-11-29T16:00:00
2024-11-30 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,200,189.3,28.0,38.3,116.3,93.0,74.7,2024-11-29T17:00:00
2024-11-30 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,155,178.6,26.0,37.0,73.8,59.0,67.0,2024-11-29T18:00:00
2024-11-30 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,155,176.2,25.3,31.7,73.8,59.0,60.0,2024-11-29T19:00:00
2024-11-30 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,144,173.9,24.7,26.3,64.6,51.67,53.0,2024-11-29T20:00:00
2024-11-30 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,134,171.6,24.0,21.0,60.0,48.0,46.0,2024-11-29T21:00:00
2024-11-30 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,184,188.5,24.0,20.3,101.3,81.0,50.0,2024-11-29T22:00:00
2024-11-30 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,152,205.4,24.0,19.7,190.0,152.0,54.0,2024-11-29T23:00:00
2024-11-30 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,152,222.4,24.0,19.0,190.0,152.0,58.0,2024-11-30T00:00:00
2024-11-30 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,164,20.0,8.0,4.0,205.0,164.0,16.0,2024-11-30T01:00:00
2024-11-30 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,151,80.8,13.3,9.0,189.2,151.33,30.0,2024-11-30T02:00:00
2024-11-30 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,151,10.0,8.0,4.0,188.8,151.0,16.0,2024-11-30T03:00:00
2024-11-30 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,240,706.0,15.0,9.7,164.0,123.0,32.0,2024-11-30T04:00:00
2024-11-30 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,227,59.7,9.3,88.0,141.3,113.0,54.7,2024-11-30T05:00:00
2024-11-30 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,216,84.6,10.0,130.0,131.3,105.0,74.0,2024-11-30T06:00:00
2024-11-30 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,187,87.0,10.3,132.7,103.8,83.0,72.0,2024-11-30T07:00:00
2024-11-30 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,188,89.3,10.7,135.3,104.6,83.67,70.0,2024-11-30T08:00:00
2024-11-30 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,173,91.6,11.0,138.0,91.3,73.0,68.0,2024-11-30T09:00:00
2024-11-30 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,165,126.3,16.7,119.7,83.8,67.0,74.0,2024-11-30T10:00:00
2024-11-30 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,157,160.9,22.3,101.3,76.3,61.0,80.0,2024-11-30T11:00:00
2024-11-30 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,197,195.5,28.0,83.0,92.0,91.0,86.0,2024-11-30T12:00:00
2024-11-30 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,186,183.8,25.3,80.3,88.3,82.33,81.7,2024-11-30T13:00:00
2024-11-30 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,174,172.2,22.7,77.7,84.7,73.67,77.3,2024-11-30T14:00:00
2024-11-30 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,163,160.5,20.0,75.0,81.0,65.0,73.0,2024-11-30T15:00:00
2024-11-30 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,168,162.4,19.7,69.3,81.0,68.67,69.7,2024-11-30T16:00:00
2024-12-01 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,173,164.4,19.3,63.7,81.0,72.33,66.3,2024-11-30T17:00:00
2024-12-01 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,177,166.3,19.0,58.0,81.0,76.0,63.0,2024-11-30T18:00:00
2024-12-01 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,156,174.9,19.7,50.0,63.7,60.0,58.7,2024-11-30T19:00:00
2024-12-01 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,208,183.4,20.3,42.0,123.8,99.0,54.3,2024-11-30T20:00:00
2024-12-01 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,85,192.0,21.0,34.0,29.0,28.0,50.0,2024-11-30T21:00:00
2024-12-01 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,189,206.4,23.0,31.3,236.3,189.0,53.7,2024-11-30T22:00:00
2024-12-01 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,190,220.8,25.0,28.7,237.5,190.0,57.3,2024-11-30T23:00:00
2024-12-01 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,190,235.2,27.0,26.0,237.5,190.0,61.0,2024-12-01T00:00:00
2024-12-01 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,202,188.9,23.7,57.3,252.5,202.0,67.7,2024-12-01T01:00:00
2024-12-01 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,190,142.6,20.3,88.7,237.5,190.0,74.3,2024-12-01T02:00:00
2024-12-01 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,74,96.3,17.0,120.0,24.0,23.0,81.0,2024-12-01T03:00:00
2024-12-01 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,229,93.6,14.0,128.0,143.8,115.0,75.0,2024-12-01T04:00:00
2024-12-01 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,150,90.8,11.0,136.0,56.7,55.67,69.0,2024-12-01T05:00:00
2024-12-01 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,172,88.1,8.0,144.0,73.0,72.0,63.0,2024-12-01T06:00:00
2024-12-01 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,163,90.3,8.7,141.0,70.3,65.33,61.0,2024-12-01T07:00:00
2024-12-01 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,154,92.4,9.3,138.0,67.7,58.67,59.0,2024-12-01T08:00:00
2024-12-01 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,145,94.5,10.0,135.0,65.0,52.0,57.0,2024-12-01T09:00:00
2024-12-01 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,148,114.0,14.0,116.0,66.3,53.0,62.0,2024-12-01T10:00:00
2024-12-01 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,155,10.0,4.0,4.0,73.8,59.0,16.0,2024-12-01T11:00:00
2024-12-01 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,153,152.9,22.0,78.0,55.0,55.0,72.0,2024-12-01T12:00:00
2024-12-01 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,148,143.6,20.3,77.7,57.7,53.33,69.3,2024-12-01T13:00:00
2024-12-01 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,144,134.2,18.7,77.3,60.3,51.67,66.7,2024-12-01T14:00:00
2024-12-01 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,139,124.9,17.0,77.0,63.0,50.0,64.0,2024-12-01T15:00:00
2024-12-01 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,138,125.9,16.7,72.0,58.7,49.33,60.0,2024-12-01T16:00:00
2024-12-02 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,136,126.8,16.3,67.0,54.3,48.67,56.0,2024-12-01T17:00:00
2024-12-02 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,134,127.8,16.0,62.0,50.0,48.0,52.0,2024-12-01T18:00:00
2024-12-02 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,203,126.1,15.7,58.0,118.8,95.0,49.3,2024-12-01T19:00:00
2024-12-02 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,185,124.3,15.3,54.0,99.2,82.0,46.7,2024-12-01T20:00:00
2024-12-02 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,208,122.6,15.0,50.0,123.8,99.0,44.0,2024-12-01T21:00:00
2024-12-02 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,208,131.1,16.3,48.7,123.8,99.0,48.3,2024-12-01T22:00:00
2024-12-02 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,216,139.7,17.7,47.3,131.3,105.0,52.7,2024-12-01T23:00:00
2024-12-02 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,224,148.2,19.0,46.0,138.8,111.0,57.0,2024-12-02T00:00:00
2024-12-02 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,227,132.5,18.0,61.7,141.3,113.0,63.7,2024-12-02T01:00:00
2024-12-02 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,235,116.7,17.0,77.3,148.8,119.0,70.3,2024-12-02T02:00:00
2024-12-02 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,240,101.0,16.0,93.0,153.8,123.0,77.0,2024-12-02T03:00:00
2024-12-02 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,240,97.3,14.7,98.0,153.8,123.0,74.3,2024-12-02T04:00:00
2024-12-02 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,232,93.6,13.3,103.0,146.3,117.0,71.7,2024-12-02T05:00:00
2024-12-02 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,179,89.9,12.0,108.0,78.0,77.0,69.0,2024-12-02T06:00:00
2024-12-02 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,167,93.8,13.7,107.0,69.3,68.33,68.7,2024-12-02T07:00:00
2024-12-02 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,156,97.7,15.3,106.0,60.7,59.67,68.3,2024-12-02T08:00:00
2024-12-02 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,142,101.5,17.0,105.0,52.0,51.0,68.0,2024-12-02T09:00:00
2024-12-02 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,163,74.4,14.0,71.3,73.4,65.0,50.7,2024-12-02T10:00:00
2024-12-02 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,181,47.2,11.0,37.7,94.8,79.0,33.3,2024-12-02T11:00:00
2024-12-02 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,200,20.0,8.0,4.0,116.3,93.0,16.0,2024-12-02T12:00:00
2024-12-02 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,177,53.4,12.0,24.0,91.5,75.67,31.0,2024-12-02T13:00:00
2024-12-02 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,154,86.8,16.0,44.0,66.8,58.33,46.0,2024-12-02T14:00:00
2024-12-02 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,115,120.2,20.0,64.0,42.0,41.0,61.0,2024-12-02T15:00:00
2024-12-02 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,112,119.6,19.3,59.0,41.0,39.67,56.7,2024-12-02T16:00:00
2024-12-03 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,108,119.1,18.7,54.0,40.0,38.33,52.3,2024-12-02T17:00:00
2024-12-03 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,104,118.5,18.0,49.0,39.0,37.0,48.0,2024-12-02T18:00:00
2024-12-03 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,95,115.0,17.0,49.0,34.7,32.67,46.0,2024-12-02T19:00:00
2024-12-03 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,85,111.5,16.0,49.0,30.3,28.33,44.0,2024-12-02T20:00:00
2024-12-03 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,76,108.0,15.0,49.0,26.0,24.0,42.0,2024-12-02T21:00:00
2024-12-03 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,112,112.6,16.0,49.0,46.9,39.67,46.3,2024-12-02T22:00:00
2024-12-03 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,208,10.0,4.0,4.0,123.8,99.0,16.0,2024-12-02T23:00:00
2024-12-03 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,171,122.0,18.0,49.0,88.8,71.0,55.0,2024-12-03T00:00:00
2024-12-03 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,149,107.4,16.3,59.0,66.2,53.67,52.7,2024-12-03T01:00:00
2024-12-03 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,103,92.8,14.7,69.0,43.6,36.33,50.3,2024-12-03T02:00:00
2024-12-03 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,65,78.2,13.0,79.0,21.0,19.0,48.0,2024-12-03T03:00:00
2024-12-03 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,152,10.0,4.0,4.0,71.3,57.0,16.0,2024-12-03T04:00:00
2024-12-03 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,137,71.2,9.7,89.7,61.3,49.0,40.7,2024-12-03T05:00:00
2024-12-03 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,87,67.7,8.0,95.0,30.0,29.0,37.0,2024-12-03T06:00:00
2024-12-03 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,90,67.9,8.7,95.0,34.2,30.67,36.0,2024-12-03T07:00:00
2024-12-03 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,94,68.1,9.3,95.0,38.3,32.33,35.0,2024-12-03T08:00:00
2024-12-03 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,98,68.3,10.0,95.0,42.5,34.0,34.0,2024-12-03T09:00:00
2024-12-03 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,104,73.1,12.7,85.7,46.3,37.0,39.3,2024-12-03T10:00:00
2024-12-03 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,112,78.0,15.3,76.3,50.0,40.0,44.7,2024-12-03T11:00:00
2024-12-03 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,121,82.9,18.0,67.0,53.8,43.0,50.0,2024-12-03T12:00:00
2024-12-03 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,114,89.5,18.7,62.3,48.8,40.67,53.3,2024-12-03T13:00:00
2024-12-03 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,108,96.1,19.3,57.7,43.9,38.33,56.7,2024-12-03T14:00:00
2024-12-03 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,102,102.7,20.0,53.0,39.0,36.0,60.0,2024-12-03T15:00:00
2024-12-03 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,139,104.1,19.7,49.3,58.1,49.67,56.3,2024-12-03T16:00:00
2024-12-04 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,155,105.4,19.3,45.7,73.8,59.0,52.7,2024-12-03T17:00:00
2024-12-04 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,179,106.8,19.0,42.0,96.3,77.0,49.0,2024-12-03T18:00:00
2024-12-04 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,190,74.5,15.3,29.3,107.1,85.67,38.0,2024-12-03T19:00:00
2024-12-04 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,203,42.3,11.7,16.7,118.8,95.0,27.0,2024-12-03T20:00:00
2024-12-04 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,213,10.0,8.0,4.0,128.8,103.0,16.0,2024-12-03T21:00:00
2024-12-04 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,189,48.5,11.3,13.3,106.3,85.0,27.0,2024-12-03T22:00:00
2024-12-04 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,195,87.0,14.7,22.7,111.3,89.0,38.0,2024-12-03T23:00:00
2024-12-04 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,203,125.5,18.0,32.0,118.8,95.0,49.0,2024-12-04T00:00:00
2024-12-04 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,186,87.0,14.7,22.7,102.9,82.33,38.0,2024-12-04T01:00:00
2024-12-04 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,184,20.0,4.0,4.0,101.3,81.0,16.0,2024-12-04T02:00:00
2024-12-04 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,152,10.0,8.0,4.0,71.3,57.0,16.0,2024-12-04T03:00:00
2024-12-04 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,155,34.1,7.0,43.7,73.8,59.0,27.3,2024-12-04T04:00:00
2024-12-04 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,134,58.2,6.0,83.3,60.0,48.0,38.7,2024-12-04T05:00:00
2024-12-04 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,115,82.3,5.0,123.0,42.0,41.0,50.0,2024-12-04T06:00:00
2024-12-04 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,107,907.0,15.0,9.7,102.0,38.0,26.0,2024-12-04T07:00:00
2024-12-04 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,85,90.5,7.0,126.3,35.0,28.0,64.0,2024-12-04T08:00:00
2024-12-04 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,82,94.5,8.0,128.0,33.8,27.0,71.0,2024-12-04T09:00:00
2024-12-04 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,92,109.7,12.3,112.0,35.8,31.33,80.3,2024-12-04T10:00:00
2024-12-04 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,101,124.9,16.7,96.0,37.9,35.67,89.7,2024-12-04T11:00:00
2024-12-04 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,112,140.1,21.0,80.0,40.0,40.0,99.0,2024-12-04T12:00:00
2024-12-04 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,137,144.1,20.7,75.7,54.6,49.0,101.7,2024-12-04T13:00:00
2024-12-04 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,155,148.2,20.3,71.3,73.8,59.0,104.3,2024-12-04T14:00:00
2024-12-04 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,165,152.3,20.0,67.0,83.8,67.0,107.0,2024-12-04T15:00:00
2024-12-04 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,173,150.0,18.3,67.3,91.3,73.0,102.7,2024-12-04T16:00:00
2024-12-05 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,179,147.7,16.7,67.7,96.3,77.0,98.3,2024-12-04T17:00:00
2024-12-05 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,231,145.3,15.0,68.0,117.0,116.0,94.0,2024-12-04T18:00:00
2024-12-05 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,181,146.9,14.7,66.7,98.8,79.0,92.3,2024-12-04T19:00:00
2024-12-05 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,184,148.4,14.3,65.3,101.3,81.0,90.7,2024-12-04T20:00:00
2024-12-05 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,208,150.0,14.0,64.0,123.8,99.0,89.0,2024-12-04T21:00:00
2024-12-05 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,250,152.9,15.0,64.3,163.8,131.0,91.3,2024-12-04T22:00:00
2024-12-05 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,152,155.8,16.0,64.7,190.0,152.0,93.7,2024-12-04T23:00:00
2024-12-05 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,258,158.7,17.0,65.0,171.3,137.0,96.0,2024-12-05T00:00:00
2024-12-05 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,213,138.7,14.7,76.3,126.2,103.0,91.7,2024-12-05T01:00:00
2024-12-05 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,168,118.7,12.3,87.7,81.1,69.0,87.3,2024-12-05T02:00:00
2024-12-05 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,100,98.6,10.0,99.0,36.0,35.0,83.0,2024-12-05T03:00:00
2024-12-05 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,168,90.7,8.7,104.3,86.3,69.0,68.0,2024-12-05T04:00:00
2024-12-05 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,152,82.7,7.3,109.7,71.3,57.0,53.0,2024-12-05T05:00:00
2024-12-05 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,95,74.7,6.0,115.0,34.0,33.0,38.0,2024-12-05T06:00:00
2024-12-05 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,102,73.3,7.3,110.0,37.0,36.0,36.7,2024-12-05T07:00:00
